Tag,Headline,Summary,Link
NEST Corp,UK’s Nest pension fund plots £1.5bn push into private equity ,Plans mark one of the biggest moves by a British retirement scheme into unlisted assets,https://www.ft.com/content/42201a66-221a-4be5-84d7-49de953ed180
The Long ViewKatie Martin,"Jackson Hole may be virtual, but investor anxieties remain real",Powell speech likely leaves us back where we were before the Fed chief spoke on monetary policy ,https://www.ft.com/content/eb193734-1502-48bf-831c-f82c43265159
Federal Reserve,Powell sends strong signal Fed could dial back stimulus this year,Central bank chief declares ‘clear progress’ on US labour market in speech at Jackson Hole ,https://www.ft.com/content/f1b08dc7-c4dd-405e-af3f-1045ecf77d40
Merryn Somerset Webb,Central banks need to stop the mission creep,Political statements and climate change initiatives distract bankers from managing inflation ,https://www.ft.com/content/55faaeae-b1b3-428e-9214-5c565bacd9c0
Just Eat Takeaway,Food delivery apps stung by New York City cap on commissions,Grubhub vows to fight legislation as shares in European parent Just Eat Takeaway fall,https://www.ft.com/content/d63d4453-62e0-40e8-a303-2ee483c1d792
Global Economy,Here’s what globalisation has done to inflation,We’re not sure we buy Powell’s argument that this trend survive the pandemic unscathed.,https://www.ft.com/content/8abd63ad-3405-49d2-a413-2a2d63611cb2
News in-depthLuxury goods,Xi’s call for wealth redistribution threatens luxury groups’ China boom,Investors hammer high-flying luxury stocks over fears of government crackdown,https://www.ft.com/content/4cf59a34-cd03-48a1-b5d0-0c71922ef9b3
News in-depthAfghanistan,Isis-K: the jihadis seizing on chaos of Taliban’s return,Afghanistan’s new rulers are rivals of extremist group that claimed responsibility for Kabul airport attack,https://www.ft.com/content/f110e72c-9410-462e-afcd-3600326b4dea
Silvio Berlusconi,Italy’s former prime minister Silvio Berlusconi discharged from hospital,"Media tycoon, 84, had undergone ‘in-depth checks’ after latest health scare since catching Covid",https://www.ft.com/content/eeaa0868-62d1-46c6-9bae-f0bd2a8a16a6
John Dizard,Fed should prepare for autumn financial plumbing problem,"Collateral chains are key to market liquidity, but credit conditions could tighten",https://www.ft.com/content/f796f6c2-3295-4310-878f-3a392890bd82
Camilla Cavendish,Pandemic students have already paid a price — their loans need a rethink,Governments are wrong to charge so much to a generation which has got a raw deal,https://www.ft.com/content/c0181edf-478f-46fb-99f8-23cfe335d366
French politics,Michel Barnier makes bid for French presidency,EU’s former Brexit negotiator joins crowded centre-right field seeking to take on Macron in 2022,https://www.ft.com/content/5c8bf313-5303-44c5-9ead-27fc8849da6a
Afghanistan,Biden to press on with Afghanistan evacuation after bombings,President says US will ‘hunt down’ perpetrators of Kabul attacks while UK enters final stages of rescue operation,https://www.ft.com/content/b78231ae-4d84-4f9b-b466-8d59cd3f09ba
LexChinese business & finance,Chinese entertainment stocks: ban on celebrity ranking leaves fan culture idle Premium content,Lucrative celebrity merchandise market has become Beijing’s latest business crackdown target,https://www.ft.com/content/e63bb567-d5d5-4512-a304-2b3eab032303
FirstFT,FirstFT: ‘We will hunt you down’,Biden vows to plough on with evacuation after Kabul airport attack,https://www.ft.com/content/7d77b23e-339d-4889-8ae8-ae788ca10909
Chinese politics & policy,China’s top court takes aim at ‘996’ overtime culture in blow to tech groups,Authorities also issue draft regulations on the algorithms used by tech companies to recommend content,https://www.ft.com/content/a794faf1-2ee9-4d19-abc6-72620227396c
Chinese business & finance,Ant-controlled fund invested in groups linked to detained Chinese official,Companies were established by relatives of Hangzhou party secretary who was arrested for alleged corruption,https://www.ft.com/content/7037776d-25d4-40cc-9482-ba51abb8346b
Solar power,European sunshine fuels solar power record,Solar panels produced almost a tenth of the EU’s electricity in June and July,https://www.ft.com/content/628c5bff-108b-4e1c-ac5b-2b487cd93ab9
Supreme Court US,Supreme Court overturns ban on US evictions,Biden administration suffers setback as CDC’s bid to keep Americans in their homes struck down,https://www.ft.com/content/4865e1ef-8d47-40a6-af93-fd656271f360
Americas economy,Political and economic worries dent confidence in Brazilian markets,Stocks and currency have pulled back from recent highs as analysts see ‘increase in risk’,https://www.ft.com/content/9f58ce22-c006-48c8-a789-22b0cc3b80ed
News in-depthPrivate equity,Why Blackstone made a $5bn bet on housing low-income Americans,Buyout giant to inherit strains with charity landlords after purchasing property portfolio from AIG,https://www.ft.com/content/3a60c15a-da53-45be-b246-a3f1288d5034
News in-depthAfghanistan,Life under the Taliban: ‘Herat is now like a ghost city’,Shops reopen but women stay home as Afghanistan’s third-largest city adapts to militant group’s rule,https://www.ft.com/content/d30d1991-252e-4060-aa98-b5831e3f470c
News in-depthCovid-19 vaccines,Western states finalise Covid booster plans as developing world left behind,France joins US and others by confirming it will administer third vaccine doses,https://www.ft.com/content/e126f315-9ebe-4677-8dc5-ad5fdea8abbe
Nvidia,EU set to launch formal probe into Nvidia’s $54bn takeover of Arm ,Brussels expected to open investigation in early September over competition concerns,https://www.ft.com/content/08fac465-71bf-4f9e-8ee0-11dd37943326
FT Magazine,"Scorching and surrounded by water, Singapore is on climate’s front lines",The tropical city-state is rethinking its design and could become a model for other Asian metropolises,https://www.ft.com/content/2da2e876-3f80-4130-86b9-10488f20e991
News in-depthItaly,Arrest of ‘Van Gogh boss’ signals net is tightening around Italy’s Mafia fugitives,Cross-border co-operation and tech advances have made life on the run more challenging for country’s most wanted criminals,https://www.ft.com/content/59183e4b-4767-40ae-abf4-5adff7f7fe1b
Instant InsightEdward Luce,Joe Biden’s potential Jimmy Carter moment,The US president will always be associated with the manner of the pullout from Afghanistan,https://www.ft.com/content/29e1342b-adba-46d5-abba-8c471dc9a8fb
Hong Kong economy,Foreign businesses threaten to quit Hong Kong over strict quarantine rules,Top official acknowledges companies are suffering but says government’s priority is city’s health,https://www.ft.com/content/3c6bf58a-3291-4760-84a5-d9eb2cb5fd30
Afghanistan,At least 13 US troops among those killed in Kabul bombings,Explosions outside airport follow security warnings as western allies scramble to leave Afghanistan,https://www.ft.com/content/817bfbaa-e62a-4cc9-b503-54d0a53dfc52
News in-depthNikkei Asia,Thailand’s Covid crisis exposes the reality of ‘2% unemployment’,Official figure masks increasing economic woes that could add to prime minister’s problems,https://www.ft.com/content/a52db26d-460b-4000-946f-b30d66afbee6
Coronavirus pandemic,Thailand moved to England’s ‘red’ travel list as seven destinations go ‘green’,"Travellers arriving from Canada, Denmark and Switzerland will have restrictions eased from Monday",https://www.ft.com/content/5c31c302-cb8e-4cf8-804f-14a17ccc5195
The FT ViewThe editorial board,Britain’s labour shortages boost workers’ clout,"With fewer migrants, filling vacancies will mean having to pay more",https://www.ft.com/content/8a5104c7-82ba-4e81-ba10-a7238e40bdc6
UK business & economy,Supply chain disruption threatens to hold back UK economic recovery,Worker shortages and the depth of their impact are seen as key issues affecting long-term growth outlook,https://www.ft.com/content/3befa5f6-e80a-4f83-b608-28f1682af856
LexEmployment,"Labour shortages: pandemic happenstance, plus market failures Premium content",Evidence of a rare reversal of capital’s dominance over labour will exacerbate investors’ fears of higher inflation,https://www.ft.com/content/fe7d9102-569b-4730-9141-1cac70222d2e
Indian politics & policy,India deploys facial recognition surveilling millions of commuters,System developed by Russian start-up NtechLab rolled out across 30 railway stations,https://www.ft.com/content/b5e3fdc9-2fed-45f1-beff-2944da89f6c1
UK agriculture,"Labour shortages leave UK farms with 70,000 surplus pigs",Industry group warns of potential cull of healthy animals while meat processors struggle to fulfil orders,https://www.ft.com/content/ad37558e-be89-4bdc-81bc-79ace20938a7
Helen Thomas,You can’t level up with just houses,Government needs to pay more attention to land for employment uses as logistics demand hoovers up UK sites,https://www.ft.com/content/9582767d-49fe-43e5-afe1-372fd6f1dd22
Interview8 min,Highlights of an FT subscriber webinar on Afghanistan ,The geopolitical and humanitarian implications of the Taliban takeover,https://www.ft.com/video/d2bd6088-ad90-47c6-af09-ae73ce56bc85
UK companies,Ping An pledges to be more prudent after China Fortune Land exposure,Chinese insurer’s first-half profits fall after $3.2bn hit on investment in property developer,https://www.ft.com/content/d1de8850-6fed-4a9b-8667-da26e6763e44
The FT ViewThe editorial board,Time for Joe Biden to step up war on Covid,Pfizer vaccine’s full approval is a good moment to intensify the fight,https://www.ft.com/content/8c96e965-b446-4e0e-a9c6-03251623cfad
Brexit Briefing,Why haven’t UK banker bonus caps been scrapped post-Brexit? Premium content,Executives have lobbied for their removal but chancellor Rishi Sunak is boxed in,https://www.ft.com/content/a097d04b-28ab-4e10-9640-c5f27eff2bb6
LexIPOs,Syngenta: Chinese agriculture presents a fertile proposition Premium content,Investors should be alert to sensitivities around food in China,https://www.ft.com/content/b58f64c1-80ee-44eb-aa85-894202bb53de
European Central Bank,"ECB holdouts dissented on new policy guidance, minutes show",Record of July meeting indicates some governing council members fear rise in inflation,https://www.ft.com/content/d48b43b8-b346-4f67-adae-b8b8031fd363
US politics & policy,Lawyers pursuing Trump fraud claims rebuked for ‘profound abuse’,US judge imposes sanctions on Sidney Powell and others spearheading challenges to election results,https://www.ft.com/content/a3e175ef-4d6a-4057-be5c-2d683ed53c6b
Data protection,EU takes aim at UK plan to rewrite data laws,Britain seeks to chart its own course on internet regulation in the wake of Brexit,https://www.ft.com/content/f344f7ea-2829-46d2-8943-26b73c5804da
Cryptocurrencies,Twitter Spaces with Pippa Malmgren,"Dr Pippa, economist, author and tech entrepreneur, joins FTAV to chat Defi, drones and the metaverse.",https://www.ft.com/content/95d4cded-0dad-4216-ab01-6ec4ec1820f4
Saad Mohseni,There is still a chance to save Afghanistan,The international community has leverage over the Taliban — it must use it,https://www.ft.com/content/a278c39a-d7f2-4a2a-8d45-43ecf3879a0e
FirstFT,FirstFT: US and UK tell citizens to avoid Kabul airport,"Risk of Kabul terror attack rises, says Nato, and tech groups pledge billions to combat cyber attacks",https://www.ft.com/content/ac49ce0c-8c9f-4b20-8080-8e0184d46875
FT MagazineDerek Brower,How an outsider came to fall in love with the English countryside,"After decades of not belonging, from St Petersburg to Winnipeg",https://www.ft.com/content/c9d17a82-aecb-4f94-948a-1f1720d77e3c
Megan Greene,Central banks need to go slow on digital currencies,New technologies will transform global banking but rushing risks great harm to the system,https://www.ft.com/content/21e3affe-8c57-4bac-b9c5-21b645e93d7c
News in-depthArgentina,Argentina’s president tries to contain fallout from lockdown party photos,Leaked pictures of first lady’s birthday party have led to impeachment calls against Fernández ahead of midterm vote,https://www.ft.com/content/8a52eedd-f9fe-40f3-9a0c-4dea71dc228a
